classify,tweetId,tweetUrl,text_cleaned,text_origin
fear,1231009565350780000,https://twitter.com/RevistaTUmx/statuses/1231009565350780928,eliminan escena de suicidio de hanah baker en 13 reasons -- gt face_screaming_in_fear television eyes flushed_face,Eliminan escena de suicidio de Hannah Baker en 13 Reasons Why --&gt; https://t.co/kbNuqDqIDQ 😱📺👀😳 https://t.co/nzh95EDeJM
fear,1231009550180000000,https://twitter.com/RybackTV/statuses/1231009550180003840,subscribe ryback tv current lineup conversation big guy ryback feeding time ryback heat mark furlife wining ryback boozing big guy feed fitness ryback dies asmr courage fear amp,Subscribe to Ryback TV https://t.co/hJsOAMtY8F Here's our current lineup: Conversation With The Big Guy Ryback  Feeding Time  Ryback Has Heat  Mark Furlife  Wining With The Ryback  Boozing With The Big Guy  Feed Me More Fitness  Ryback Dies ASMR  Courage Over Fear &amp; MORE! https://t.co/LEPDo5SOBq
fear,1231009539375370000,https://twitter.com/anticancerclub/statuses/1231009539375366145,cancer road trip right diagnosis treatment fear hope handle sign stay loop winning healing retreat cancersucks travelheals could use break check,Cancer is a road trip in its own right! Diagnosis  treatment  fear and hope. How do you handle it all? Sign up to stay in the loop on winning a healing retreat.  #CancerSucks but #TravelHeals Could you use a break? https://t.co/g9neYwukdp Check it out. https://t.co/BuvYnJlrEI
fear,1231009533339760000,https://twitter.com/yaotl_59/statuses/1231009533339762688,posted picture awhile never fear still troll sparkles,I haven’t posted a picture of myself in awhile but never fear  I’m still a troll ✨
fear,1231009529795660000,https://twitter.com/DivineTemptati1/statuses/1231009529795661825,god preach hate judgement fear organized religion think mafia soul,God doesn’t preach hate  judgement or fear. That’s organized religion think of it as the mafia to your soul.
fear,1231009529430760000,https://twitter.com/Foxfire40900590/statuses/1231009529430757376,thats point even tho fear others rest fear also human thing cameron said fearless wants take literally ambiguity general 99 means 100,@DMrkunst @challengerST @AGnazzitto @CourtZ022 @AlitaArmy But thats the point even tho you fear for others more than for yourself. There is some rest fear also for yourself. That is human. But thing is when Cameron said she is fearless he wants you to take him literally. No ambiguity about that. No in general or 99%. He means that 100%.
fear,1231009528185020000,https://twitter.com/clairstines1/statuses/1231009528185020416,even watch news pure idiots running media sick russia democrat congress obsession fear gravy train dry trump one working came debate pitiful blomberg looked terrified harlankentucky,Can’t even watch News  We have pure idiots running Media!  Sick of Russia! Democrat Congress Obsession or fear their GRAVY TRAIN will dry up! Trump Only One Working! This is what it’s came to! The Debate was pitiful  Bloomberg looked terrified! HarlanKentucky
fear,1231009516424030000,https://twitter.com/sherbear_gu/statuses/1231009516424032256,tweeted something similar alchemist one many reasons friends relieved_face raised_fist one thing makes dream impossible achieve fear failure -the alchemist,@seanlizama I tweeted something similar from The Alchemist. One of the many reasons we are friends 😌✊  There is only one thing that makes a dream impossible to achieve: the fear of failure. -The Alchemist
fear,1231009505774840000,https://twitter.com/daneshaddy/statuses/1231009505774841856,democrats behaving without fear reprisals gop continues bend take disgusting lack activism designed convince democrats republicans done abused,@LarsLarsonShow Democrats are behaving without fear of reprisals. The GOP just continues to bend over and take it. Disgusting lack of activism designed to convince Democrats that Republicans are done being abused.
fear,1231009503199410000,https://twitter.com/Underdawg47/statuses/1231009503199412225,russia dealings trump hillary see pictures bernie taken putin ever seen evidence collusion except fear mongering dnc,@KashJackson2018 @BernieSanders Russia has had more dealings with Trump and Hillary. I don't see any pictures of Bernie taken with Putin nor have I ever seen any evidence of any collusion except from the fear mongering of the DNC. https://t.co/0nsZohcg4j
