classify,tweetId,tweetUrl,text_cleaned,text_origin
angry,1231009683651150000,https://twitter.com/johnfolly35/statuses/1231009683651153920,hateful tweet attention beautiful/humorous tweet tweet hate rubs wrong way feel need tweet bk..do want “ response likes boost profile bother help us rather face_with_symbols_on_mouth,Why is it that a hateful tweet can more attention than a beautiful/humorous tweet? Tweet hate and if it rubs you up the wrong way then you feel the need to tweet bk..don’t! They want “response’s or likes to boost their profile !. Don’t bother and help us rather than them!🤬
angry,1231009677519020000,https://twitter.com/lmbueno4/statuses/1231009677519020033,eva chick slut fucken married whore angry_face angry_face angry_face angry_face station19,This Eva chick is a slut. You're fucken married  you whore! 😠😠😠😠 #station19 https://t.co/yExG7foIYD
angry,1231009644996440000,https://twitter.com/comfycatboy/statuses/1231009644996440065,angry anyone cringy seeing people come online cry muh sodomy anyone really cares,@SauceElf @HokutoNoRape I’m not angry at anyone it’s just cringy seeing people come online to cry about muh sodomy as if anyone really cares
angry,1231009641930380000,https://twitter.com/Damon07999898/statuses/1231009641930379265,god angry people cowards refuse obey holy new covenant commandments israel rose rebuilt temple would able stand enemies invasion come till later,@TempleInstitute God is very angry because people are cowards and refuse to obey his holy new covenant commandments. If Israel rose up now and rebuilt the temple  they would be able to stand against their enemies. The invasion doesn't come till later.
angry,1231009639623470000,https://twitter.com/ChoudhuryAdam/statuses/1231009639623471107,lord knows much pulled old days get hustle day mandem face_with_steam_from_nose face_with_symbols_on_mouth money_with_wings money-mouth_face,Lord knows how much i pulled in the old days to get where i am hustle all day mandem !!!😤🤬💸🤑 https://t.co/nwFvaZImyH
angry,1231009636679080000,https://twitter.com/Reyamxx/statuses/1231009636679081984,today definition grim scholars study today label every condition happened influence caused phenomenon known grimology weary_face face_with_steam_from_nose pensive_face,Today was the definition of GRIM. Scholars will study today and label every condition that happened as an influence that caused the phenomenon known as Grimology 😩😤😔
angry,1231009626071690000,https://twitter.com/kuliroberts/statuses/1231009626071687168,face_with_steam_from_nose face_vomiting face_vomiting thinks saved invaders drowning norwegians,@MyBeastovio @Mbangxa 😤🤮🤮Who does he thinks saved those invaders from drowning? Norwegians?
angry,1231009619352400000,https://twitter.com/ContrabandEater/statuses/1231009619352399875,helped articulate british politics makes angry pretentiousness poshnes compare trump flying daytona 500 boris pretending know ancient greek also terfs,@deportablediz This helped me articulate what it is about British politics that makes me so angry. Its the pretentiousness and poshness. Compare Trump flying over Daytona 500 to Boris pretending to know ancient Greek.  Also TERFs
angry,1231009614684020000,https://twitter.com/barking_mr/statuses/1231009614684020736,bestest talented amazing funny good hearted fashionable rich always bop music face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose,Bestest  talented   amazing  funny  good hearted  fashionable  rich and always do bop music.  😤😤😤😤  @weareoneEXO https://t.co/5HsosWqHhH
angry,1231009610569400000,https://twitter.com/WriteLeeWrite/statuses/1231009610569404417,yup picked two angry bois auckland got rogenrola volbeat dweble durant yet,@kittychix Yup! Picked up two of those angry bois while in Auckland.  Got a roggenrola  volbeat  dwebble or durant yet?
angry,1231009549060130000,https://twitter.com/lultrinaaa_/statuses/1231009549060132865,daddy 3yr anniversary march 6 fstw since february 6 wozy_face really hate time year fr face_with_steam_from_nose losing parent worst feeling,My daddy 3yr anniversary March 6 and I been fstw since February 6 🥴 I really hate this time of the year fr. 😤 losing a parent is the worst feeling!
angry,1231009543724790000,https://twitter.com/12SoWhatever/statuses/1231009543724785664,trump tariffs understand tarifs paid exporter importer citizens combination sources oh fed paid cost question_mark citizens always pay pouting_face thumbs_down exclamation_mark,@TheRickWilson @MSNBC @BillKristol @RWPUSA @CNN @maddow @davidfrum  TRUMP’S TARIFFS. As I understand it  tarrifs are paid by the Exporter  Importer  Citizens  or some combination of those sources. Oh the Fed is paid  but at what cost and to Who❓ We citizens always pay😡👎❗️
angry,1231009540323320000,https://twitter.com/carnageisgolden/statuses/1231009540323319809,sure getting sick catching 30 day bans memes sharing facebok pages happened less censorship 30 day ban joke middle_finger face_with_steam_from_nose middle_finger,I sure am getting sick of catching 30 day bans on @Facebook for memes THAT I'M SHARING FROM FACEBOOK PAGES. And what happened to less censorship? 30 day ban for a joke. 🖕😤🖕
angry,1231009538167450000,https://twitter.com/yes__lad/statuses/1231009538167447554,doesnt pushes people away get close hes fat meanie pouting_face pouting_face,@MeatyMarley He doesnt he pushes people away if they get too close hes a fat meanie 😡😡
angry,1231009534275200000,https://twitter.com/chanelmarceI/statuses/1231009534275203073,hate twitter real shit thought lizo getting jumped face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose,I hate twitter I real shit thought lizzo was out here getting jumped😤😤😤 https://t.co/rVg4jXnyBk
angry,1231009530403790000,https://twitter.com/chrispbridgen/statuses/1231009530403790848,pairs nicely nick 'let make trae angry destroys heat take,@ekoreen That pairs nicely with Nick's 'Let's make Trae angry so he destroys the heat' take.
angry,1231009529833220000,https://twitter.com/xo1345/statuses/1231009529833218049,ima call tomorrow grimacing_face bills “ need get make money grow tf face_with_symbols_on_mouth face_with_steam_from_nose,Me: Imma just call off tomorrow 😬  My Bills: “NO WHAT YOU NEED TO DO IS GET OUT HERE AND MAKE THIS MONEY AND GROW TF UP 🤬😤 https://t.co/JWreHDimDC
angry,1231009525420810000,https://twitter.com/naharmeem/statuses/1231009525420814336,i'hv ur fan since comedy circus watched rewatched ur shows amp u making fun country amp makes angry honestly mad cuz liked u people amp watch ur shows vile content,@KapilSharmaK9 i'hv been ur fan since comedy circus! Watched and rewatched all ur shows again &amp; again! U making fun of my country with @ChunkyThePanday &amp; @apshaha makes me so angry! But honestly I'm more mad at myself cuz i liked u people &amp; watch ur shows with some vile content!
angry,1231009525190320000,https://twitter.com/lorik268/statuses/1231009525190316036,illinoisans know corrupt want back crook stayed jail pouting_face pouting_face pouting_face pouting_face pouting_face pouting_face pouting_face,@renato_mariotti And we Illinoisans know he was corrupt. We don’t want him back. He’s a crook and should have stayed in jail!!!! 😡😡😡😡😡😡😡
angry,1231009517929980000,https://twitter.com/mzaliz/statuses/1231009517929975808,100 understand sarah hurt angry shows loser anger wins keep kids move forward would never let kids go hotel somebody know either loveafterlockup,I 100% understand why Sarah is hurt and angry  but when she shows that loser her anger  he wins. Just keep it about kids and move forward. I would never let my kids go to hotel with somebody I don't know either #loveafterlockup https://t.co/yE7vmCKdHX
